idx,split
5797,train
5798,train
5799,train
5800,val
5801,test
5802,train
5803,train
5804,train
5805,train
5806,val
5807,train
5808,test
5809,train
5810,train
5811,train
5812,val
5813,train
5814,val
5815,train
5816,train
5817,train
5818,train
5819,train
5820,train
5821,val
5822,val
5823,train
5824,train
5825,train
5826,train
5827,test
5828,train
5829,train
5830,train
5831,train
5832,train
5833,train
5834,val
5835,val
5836,train
5837,train
5838,train
5839,test
5840,train
5841,val
5842,train
5843,train
5844,train
5845,val
5846,train
5847,train
5848,train
5849,train
5850,val
5851,val
5852,val
5853,test
5854,val
5855,train
5856,val
5857,train
5858,train
5859,train
5860,train
5861,test
5862,train
5863,train
5864,train
5865,train
5866,train
5867,train
5868,train
5869,train
5870,test
5871,train
5872,val
5873,test
5874,train
5875,train
5876,train
5877,train
5878,val
5879,train
5880,test
5881,test
5882,train
5883,train
5884,train
5885,train
5886,test
5887,val
5888,train
5889,train
5890,val
5891,train
5892,train
5893,train
5894,test
5895,test
5896,test
5897,train
5898,val
5899,train
5900,test
5901,train
5902,train
5903,train
5904,val
5905,val
5906,train
5907,train
5908,train
5909,train
5910,train
5911,val
5912,train
5913,train
5914,train
5915,val
5916,train
5917,train
5918,train
5919,train
5920,test
5921,train
5922,train
5923,train
5924,test
5925,test
5926,train
5927,train
5928,train
5929,train
5930,train
5931,test
5932,train
5933,val
5934,val
5935,val
5936,test
5937,train
5938,val
5939,train
5940,train
5941,val
5942,train
5943,val
5944,train
5945,train
5946,val
5947,train
5948,val
5949,train
5950,train
5951,train
5952,train
5953,test
5954,train
5955,train
5956,train
5957,train
5958,train
5959,train
5960,val
5961,train
5962,train
5963,train
5964,train
5965,test
5966,train
5967,test
5968,train
5969,train
5970,train
5971,train
5972,train
5973,train
5974,val
5975,train
5976,val
5977,test
5978,train
5979,train
5980,val
5981,train
5982,train
5983,train
5984,train
5985,train
5986,train
5987,val
5988,train
5989,train
5990,train
5991,train
5992,train
5993,train
5994,train
5995,train
5996,test
5997,val
5998,train
5999,train
6000,train
6001,train
6002,train
6003,train
6004,train
6005,train
6006,train
6007,test
6008,train
6009,train
6010,train
6011,train
6012,train
6013,train
6014,train
6015,train
6016,train
6017,train
6018,train
6019,train
6020,train
6021,train
6022,train
6023,train
6024,train
6025,train
6026,train
6027,val
6028,train
6029,val
6030,val
6031,test
6032,train
6033,train
6034,train
6035,val
6036,train
6037,train
6038,train
6039,train
6040,train
6041,val
6042,train
6043,train
6044,test
6045,train
6046,train
6047,train
6048,val
6049,train
6050,val
6051,train
6052,val
6053,train
6054,train
6055,train
6056,val
6057,train
6058,train
6059,val
6060,train
6061,train
6062,test
6063,val
6064,train
6065,train
6066,val
6067,val
6068,test
6069,train
6070,train
6071,test
6072,train
6073,train
6074,val
6075,train
6076,test
6077,train
6078,train
6079,val
6080,train
6081,train
6082,train
6083,train
6084,val
6085,train
6086,train
6087,test
6088,train
6089,val
6090,train
6091,train
6092,train
6093,train
6094,train
6095,train
6096,train
6097,val
6098,train
6099,train
6100,train
6101,train
6102,train
6103,train
6104,train
6105,train
6106,val
6107,train
6108,train
6109,test
6110,test
6111,train
6112,train
6113,train
6114,val
6115,train
6116,train
6117,test
6118,train
6119,train
6120,train
6121,train
6122,train
6123,train
6124,test
6125,train
6126,train
6127,train
6128,test
6129,train
6130,train
6131,train
6132,train
6133,train
6134,train
6135,train
6136,test
6137,train
6138,test
6139,train
6140,test
6141,val
6142,test
6143,test
6144,train
6145,train
6146,val
6147,train
6148,train
6149,test
6150,train
6151,test
6152,train
6153,train
6154,train
6155,train
6156,train
6157,test
6158,train
6159,train
6160,train
6161,train
6162,train
6163,train
6164,train
6165,test
6166,train
6167,train
6168,train
6169,train
6170,train
6171,train
6172,train
6173,train
6174,test
6175,train
6176,train
6177,train
6178,test
6179,test
6180,test
6181,train
6182,train
6183,train
6184,train
6185,train
6186,test
6187,train
6188,val
6189,train
6190,train
6191,train
6192,train
6193,test
6194,train
6195,train
6196,train
6197,train
6198,val
6199,train
6200,train
6201,train
6202,train
6203,test
6204,test
6205,train
6206,train
6207,train
6208,val
6209,train
6210,train
6211,train
6212,train
6213,train
6214,train
6215,train
6216,train
6217,test
6218,test
6219,val
6220,val
6221,train
6222,train
6223,train
6224,train
6225,test
6226,train
6227,test
6228,train
6229,train
6230,train
6231,train
6232,test
6233,test
6234,train
6235,train
6236,train
6237,train
6238,train
6239,train
6240,train
6241,train
6242,test
6243,val
6244,train
6245,train
6246,train
6247,train
6248,train
6249,train
6250,val
6251,train
6252,train
6253,train
6254,train
6255,train
6256,train
6257,train
6258,train
6259,val
6260,val
6261,train
6262,train
6263,train
6264,train
6265,train
6266,train
6267,test
6268,test
6269,train
6270,test
6271,test
6272,train
6273,train
6274,val
6275,train
6276,train
6277,train
6278,train
6279,val
6280,train
6281,train
6282,val
6283,train
6284,train
6285,test
6286,train
6287,val
6288,train
6289,val
6290,test
6291,train
6292,train
6293,val
6294,train
6295,val
6296,test
6297,train
6298,train
6299,train
6300,val
6301,train
6302,train
6303,test
6304,train
6305,val
6306,train
6307,train
6308,train
6309,train
6310,train
6311,val
6312,train
6313,train
6314,train
6315,train
6316,test
6317,train
6318,train
6319,train
6320,train
6321,train
6322,train
6323,train
6324,val
6325,val
6326,test
6327,train
6328,test
6329,test
6330,train
6331,train
6332,train
6333,val
6334,train
6335,train
6336,train
6337,test
6338,train
6339,train
6340,train
6341,train
6342,train
6343,train
6344,train
6345,train
6346,train
6347,train
6348,train
6349,train
6350,train
6351,train
6352,train
6353,train
6354,train
6355,train
6356,train
6357,train
6358,test
6359,train
6360,train
6361,train
6362,train
6363,train
6364,train
6365,train
6366,val
6367,train
6368,train
6369,test
6370,train
6371,train
6372,val
6373,train
6374,train
6375,val
6376,train
6377,train
6378,train
6379,train
6380,train
6381,train
6382,train
6383,test
6384,train
6385,test
6386,train
6387,train
6388,val
6389,train
6390,val
6391,train
6392,train
6393,train
6394,test
6395,train
6396,train
6397,test
6398,train
6399,val
6400,train
6401,test
6402,test
6403,test
6404,train
6405,test
6406,train
6407,val
6408,train
6409,train
6410,train
6411,test
6412,test
6413,train
6414,test
6415,train
6416,train
6417,test
6418,train
6419,test
6420,val
6421,train
6422,train
6423,train
6424,train
6425,train
6426,train
6427,train
6428,train
6429,train
6430,test
6431,train
6432,train
6433,train
6434,train
6435,train
6436,train
6437,val
6438,train
6439,train
6440,train
6441,train
6442,val
6443,train
6444,val
6445,train
6446,test
6447,train
6448,test
6449,train
6450,train
6451,val
6452,train
6453,test
6454,test
6455,train
6456,val
6457,train
6458,train
6459,train
6460,train
6461,train
6462,test
6463,val
6464,test
6465,val
6466,train
6467,test
6468,test
6469,train
6470,train
6471,train
6472,train
6473,train
6474,train
6475,train
6476,train
6477,val
6478,train
6479,train
6480,val
6481,train
6482,train
6483,train
6484,test
6485,train
6486,test
6487,train
6488,train
6489,train
6490,test
6491,train
6492,train
6493,train
6494,test
6495,test
6496,val
6497,test
6498,train
6499,test
6500,train
6501,train
6502,train
6503,train
6504,train
6505,val
6506,test
6507,train
6508,val
6509,train
6510,train
6511,train
6512,val
6513,train
6514,train
6515,train
6516,train
6517,train
6518,train
6519,train
6520,test
6521,val
6522,val
6523,train
6524,val
6525,train
6526,train
6527,train
6528,train
6529,test
6530,val
6531,test
6532,train
6533,train
6534,test
6535,train
6536,train
6537,train
6538,train
6539,train
6540,train
6541,val
6542,train
6543,val
6544,train
6545,test
6546,train
6547,train
6548,train
6549,test
6550,val
6551,train
6552,val
6553,train
6554,test
6555,val
6556,train
6557,test
6558,train
6559,test
6560,train
6561,test
6562,train
6563,test
6564,train
6565,train
6566,test
6567,train
6568,train
6569,train
6570,test
6571,train
6572,val
6573,val
6574,train
6575,train
6576,train
6577,train
6578,train
6579,train
6580,test
6581,train
6582,train
6583,train
6584,test
6585,val
6586,train
6587,train
6588,train
6589,train
6590,test
6591,val
6592,train
6593,train
6594,train
6595,train
6596,train
6597,train
6598,train
6599,train
6600,train
6601,train
6602,test
6603,train
6604,train
6605,train
6606,test
6607,test
6608,val
6609,train
6610,train
6611,train
6612,train
6613,test
6614,train
6615,train
6616,train
6617,val
6618,test
6619,train
6620,train
6621,test
6622,val
6623,train
6624,val
6625,train
6626,train
6627,train
6628,train
6629,train
6630,train
6631,train
6632,test
6633,val
6634,train
6635,train
6636,train
6637,train
6638,val
6639,train
6640,train
6641,train
6642,train
6643,train
6644,train
6645,train
6646,train
6647,train
6648,val
6649,train
6650,train
6651,train
6652,train
6653,train
6654,train
6655,val
6656,test
6657,train
6658,test
6659,train
6660,train
6661,train
6662,train
6663,train
6664,train
6665,train
6666,val
6667,train
6668,train
6669,val
6670,train
6671,test
6672,val
6673,train
6674,val
6675,train
6676,test
6677,train
6678,train
6679,train
6680,test
6681,train
6682,train
6683,test
6684,train
6685,train
6686,train
6687,train
6688,test
6689,train
6690,train
6691,train
6692,train
6693,val
6694,train
6695,train
6696,train
6697,train
6698,test
6699,train
6700,val
6701,train
6702,train
6703,train
6704,train
6705,test
6706,train
6707,train
6708,train
6709,train
6710,test
6711,test
6712,train
6713,train
6714,train
6715,test
6716,train
6717,train
6718,train
6719,train
6720,train
6721,train
6722,train
6723,train
6724,train
6725,train
6726,train
6727,train
6728,test
6729,train
6730,val
6731,train
6732,val
6733,train
6734,test
6735,train
6736,test
6737,test
6738,train
6739,train
6740,test
6741,train
6742,train
6743,train
6744,test
6745,train
6746,val
6747,train
6748,train
6749,test
6750,val
6751,train
6752,val
6753,val
6754,train
6755,val
6756,test
6757,train
6758,train
6759,train
6760,val
6761,train
6762,val
6763,val
6764,train
6765,train
6766,train
6767,test
6768,train
6769,train
6770,train
6771,val
6772,train
6773,test
6774,train
6775,train
6776,train
6777,train
6778,train
6779,train
6780,train
6781,val
6782,train
6783,train
6784,train
6785,train
6786,train
6787,train
6788,train
6789,train
6790,train
6791,train
6792,train
6793,train
6794,train
6795,val
6796,test
6797,train
6798,test
6799,train
6800,train
6801,val
6802,train
6803,train
6804,val
6805,train
6806,train
6807,train
6808,train
6809,train
6810,train
6811,test
6812,val
6813,train
6814,train
6815,train
6816,train
6817,test
6818,train
6819,val
6820,train
6821,train
6822,train
6823,train
6824,train
6825,train
6826,train
6827,test
6828,test
6829,train
6830,train
6831,train
6832,train
6833,train
6834,train
6835,train
6836,val
6837,train
6838,train
6839,train
6840,val
6841,test
6842,train
6843,train
6844,train
6845,train
6846,train
6847,train
6848,val
6849,train
6850,val
6851,val
6852,test
6853,train
6854,test
6855,train
6856,train
6857,train
6858,train
6859,train
6860,train
6861,train
6862,train
6863,test
6864,train
6865,train
6866,train
6867,train
6868,test
6869,train
6870,train
6871,test
6872,val
6873,train
6874,train
6875,val
6876,train
6877,test
6878,train
6879,train
6880,test
6881,val
6882,train
6883,train
6884,train
6885,train
6886,train
6887,train
6888,train
6889,train
6890,train
6891,val
6892,train
6893,val
6894,train
6895,train
6896,train
6897,train
6898,train
6899,train
6900,train
6901,test
6902,val
6903,train
6904,train
6905,train
6906,train
6907,train
6908,train
6909,train
6910,val
6911,train
6912,train
6913,train
6914,val
6915,test
6916,train
6917,val
6918,train
6919,train
6920,train
6921,train
6922,test
6923,train
6924,val
6925,train
6926,train
6927,train
6928,train
6929,train
6930,train
6931,val
6932,test
6933,train
6934,train
6935,test
6936,test
6937,val
6938,test
6939,test
6940,val
6941,train
6942,train
6943,test
6944,train
6945,val
6946,val
6947,train
6948,val
6949,val
6950,val
6951,train
6952,train
6953,train
6954,val
6955,val
6956,val
6957,train
6958,train
6959,test
6960,train
6961,train
6962,train
6963,train
6964,test
6965,train
6966,val
6967,train
6968,test
6969,train
6970,train
6971,train
6972,test
6973,train
6974,train
6975,train
6976,train
6977,test
6978,test
6979,train
6980,test
6981,val
6982,test
6983,train
6984,train
6985,val
6986,test
6987,train
6988,val
6989,train
6990,train
6991,train
6992,val
6993,train
6994,train
6995,train
6996,train
6997,test
6998,train
6999,val
7000,train
7001,test
7002,train
7003,test
7004,train
7005,train
7006,train
7007,val
7008,test
7009,train
7010,train
7011,val
7012,train
7013,train
7014,train
7015,train
7016,train
7017,train
7018,train
7019,train
7020,val
7021,val
7022,train
7023,train
7024,val
7025,test
7026,train
7027,train
7028,train
7029,val
7030,train
7031,train
7032,train
7033,train
7034,test
7035,train
7036,train
7037,train
7038,train
7039,train
7040,test
7041,test
7042,val
7043,train
7044,val
7045,train
7046,test
7047,train
7048,train
7049,test
7050,test
7051,val
7052,train
7053,test
7054,val
7055,val
7056,train
7057,test
7058,train
7059,train
7060,train
7061,train
7062,train
7063,train
7064,val
7065,train
7066,train
7067,train
7068,val
7069,train
7070,train
7071,val
7072,train
7073,train
7074,train
7075,train
7076,train
7077,train
7078,train
7079,train
7080,train
7081,train
7082,train
7083,train
7084,train
7085,val
7086,test
7087,train
7088,train
7089,train
7090,val
7091,train
7092,val
7093,train
7094,train
7095,train
7096,train
7097,train
7098,val
7099,train
7100,test
7101,test
7102,test
7103,train
7104,train
7105,train
7106,train
7107,train
7108,train
7109,train
7110,train
7111,test
7112,train
7113,train
7114,train
7115,train
7116,train
7117,train
7118,val
7119,train
7120,train
7121,train
7122,train
7123,train
7124,train
7125,train
7126,train
7127,train
7128,train
7129,val
7130,val
7131,test
7132,train
7133,train
7134,train
7135,val
7136,val
7137,train
7138,test
7139,test
7140,val
7141,val
7142,train
7143,train
7144,train
7145,train
7146,train
7147,train
7148,train
7149,train
7150,train
7151,train
7152,train
7153,val
7154,train
7155,train
7156,train
7157,train
7158,test
7159,train
7160,train
7161,test
7162,train
7163,val
7164,train
7165,test
7166,train
7167,test
7168,train
7169,train
7170,val
7171,train
7172,train
7173,train
7174,train
7175,train
7176,train
7177,train
7178,train
7179,train
7180,train
7181,train
7182,train
7183,test
7184,val
7185,test
7186,test
7187,train
7188,val
7189,train
7190,train
7191,train
7192,test
7193,train
7194,train
7195,train
7196,train
7197,train
7198,train
7199,train
7200,train
7201,train
7202,train
7203,train
7204,train
7205,train
7206,train
7207,train
7208,val
7209,train
7210,train
7211,train
7212,train
7213,test
7214,train
7215,train
7216,val
7217,train
7218,train
7219,train
7220,train
7221,train
7222,train
7223,train
7224,train
7225,train
7226,train
7227,train
7228,test
7229,train
7230,train
7231,test
7232,test
7233,train
7234,train
7235,train
7236,train
7237,train
7238,train
7239,val
7240,train
7241,train
7242,train
7243,train
7244,train
7245,train
7246,train
7247,val
7248,train
7249,train
7250,train
7251,train
7252,val
7253,train
7254,train
7255,test
7256,val
7257,train
7258,train
7259,val
7260,train
7261,train
7262,train
7263,val
7264,train
7265,train
7266,test
7267,val
7268,train
7269,train
7270,train
7271,train
7272,train
7273,train
7274,train
7275,train
7276,train
7277,train
7278,train
7279,val
7280,train
7281,train
7282,train
7283,train
7284,train
7285,val
7286,val
7287,train
7288,train
7289,train
7290,train
7291,train
7292,train
7293,train
7294,test
7295,val
7296,train
7297,train
7298,test
7299,train
7300,test
7301,train
7302,train
7303,train
7304,train
7305,train
7306,train
7307,test
7308,train
7309,val
7310,train
7311,train
7312,val
7313,test
7314,train
7315,train
7316,test
7317,val
7318,val
7319,train
7320,train
7321,val
7322,train
7323,val
7324,train
7325,train
7326,train
7327,train
7328,train
7329,train
7330,train
7331,train
7332,train
7333,test
7334,train
7335,train
7336,val
7337,train
7338,train
7339,val
7340,train
7341,train
7342,train
7343,train
7344,train
7345,train
7346,train
7347,test
7348,train
7349,test
7350,test
7351,train
7352,train
7353,train
7354,val
7355,train
7356,train
7357,test
7358,val
7359,train
7360,train
7361,train
7362,train
7363,train
7364,train
7365,train
7366,test
7367,train
7368,test
7369,train
7370,test
7371,train
7372,val
7373,train
7374,train
7375,train
7376,train
7377,train
7378,train
7379,train
7380,test
7381,train
7382,train
7383,test
7384,test
7385,train
7386,val
7387,train
7388,train
7389,train
7390,train
7391,val
7392,train
7393,train
7394,train
7395,test
7396,train
7397,train
7398,train
7399,test
7400,val
7401,train
7402,test
7403,val
7404,train
7405,train
7406,train
7407,train
7408,train
7409,test
7410,train
7411,train
7412,test
7413,train
7414,val
7415,train
7416,train
7417,test
7418,train
7419,train
7420,test
7421,train
7422,test
7423,test
7424,val
7425,train
7426,train
7427,train
7428,test
7429,train
7430,train
7431,train
7432,train
7433,train
7434,train
7435,val
7436,train
7437,train
7438,train
7439,train
7440,train
7441,test
7442,train
7443,test
7444,train
7445,val
7446,train
7447,train
7448,train
7449,train
7450,val
7451,test
7452,train
7453,test
7454,val
7455,train
7456,train
7457,train
7458,test
7459,train
7460,train
7461,train
7462,train
7463,val
7464,train
7465,train
7466,test
7467,train
7468,train
7469,train
7470,test
7471,train
7472,train
7473,test
7474,train
7475,val
7476,train
7477,train
7478,test
7479,test
7480,train
7481,test
7482,val
7483,train
7484,test
7485,val
7486,train
7487,test
7488,train
7489,train
7490,val
7491,test
7492,train
7493,train
7494,val
7495,train
7496,train
7497,train
7498,train
7499,train
7500,train
7501,train
7502,train
7503,train
7504,train
7505,train
7506,train
7507,test
7508,train
7509,train
7510,val
7511,val
7512,train
7513,train
7514,test
7515,val
7516,val
7517,train
7518,train
7519,train
7520,val
7521,train
7522,train
7523,train
7524,train
7525,train
7526,train
7527,train
7528,test
7529,train
7530,test
7531,train
7532,val
7533,train
7534,test
7535,train
7536,val
7537,train
7538,val
7539,train
7540,train
7541,train
7542,train
7543,val
7544,train
7545,train
7546,test
7547,train
7548,train
7549,train
7550,val
7551,train
7552,train
7553,test
7554,val
7555,train
7556,val
7557,train
7558,test
7559,val
7560,train
7561,train
7562,train
7563,train
7564,test
7565,train
7566,train
7567,train
7568,test
7569,train
7570,train
7571,train
7572,train
7573,train
7574,train
7575,train
7576,train
7577,train
7578,train
7579,train
7580,train
7581,train
7582,train
7583,val
7584,train
7585,val
7586,train
7587,train
7588,train
7589,train
7590,train
7591,train
7592,test
7593,train
7594,train
7595,train
7596,train
7597,test
7598,val
7599,train
7600,train
7601,test
7602,train
7603,val
7604,train
7605,train
7606,train
7607,test
7608,train
7609,train
7610,train
7611,train
7612,train
7613,train
7614,train
7615,val
7616,train
7617,train
7618,train
7619,train
7620,train
7621,test
7622,train
7623,train
7624,train
7625,train
7626,train
7627,train
7628,val
7629,val
7630,train
7631,train
7632,train
7633,train
7634,train
7635,val
7636,test
7637,train
7638,val
7639,train
7640,test
7641,test
7642,train
7643,train
7644,train
7645,train
7646,train
7647,test
7648,test
7649,test
7650,train
7651,train
7652,train
7653,train
7654,train
7655,train
7656,val
7657,val
7658,train
7659,test
7660,train
7661,val
7662,train
7663,train
7664,train
7665,train
7666,train
7667,train
7668,train
7669,train
7670,train
7671,train
7672,train
7673,train
7674,train
7675,train
7676,train
7677,train
7678,train
7679,train
7680,test
7681,train
7682,train
7683,train
7684,val
7685,test
7686,train
7687,train
7688,val
7689,train
7690,test
7691,train
7692,train
7693,val
7694,train
7695,train
7696,train
7697,train
7698,train
7699,train
7700,test
7701,val
7702,train
7703,train
7704,val
7705,test
7706,train
7707,train
7708,train
7709,train
7710,train
7711,train
7712,train
7713,train
7714,train
7715,train
7716,train
7717,train
7718,train
7719,train
7720,test
7721,train
7722,test
7723,val
7724,train
7725,train
7726,test
7727,train
7728,train
7729,train
7730,val
7731,train
7732,train
7733,train
7734,val
7735,val
7736,test
7737,train
7738,train
7739,train
7740,train
7741,test
7742,test
7743,train
7744,train
7745,train
7746,train
7747,val
7748,train
7749,test
7750,test
7751,train
7752,val
7753,train
7754,train
7755,train
7756,train
7757,train
7758,train
7759,test
7760,val
7761,test
7762,train
7763,train
7764,train
7765,train
7766,train
7767,train
7768,train
7769,train
7770,train
7771,test
7772,train
7773,val
7774,train
7775,train
7776,train
7777,train
7778,train
7779,val
7780,train
7781,train
7782,train
7783,train
7784,train
7785,train
7786,train
7787,test
7788,val
7789,train
7790,val
7791,test
7792,train
7793,train
7794,train
7795,train
7796,train
7797,val
7798,train
7799,train
7800,train
7801,train
7802,val
7803,train
7804,train
7805,train
7806,train
7807,train
7808,train
7809,train
7810,train
7811,train
7812,val
7813,val
7814,train
7815,train
7816,train
7817,train
7818,train
7819,test
7820,train
7821,train
7822,test
7823,train
7824,train
7825,test
7826,train
7827,train
7828,train
7829,test
7830,train
7831,val
7832,train
7833,train
7834,train
7835,train
7836,train
7837,train
7838,val
7839,train
7840,val
7841,val
7842,train
7843,train
7844,test
7845,train
7846,val
7847,train
7848,train
7849,train
7850,train
7851,train
7852,train
7853,test
7854,train
7855,test
7856,train
7857,train
7858,train
7859,train
7860,test
7861,train
7862,train
7863,train
7864,train
7865,train
7866,train
7867,train
7868,val
7869,test
7870,val
7871,val
7872,train
7873,test
7874,train
7875,val
7876,train
7877,train
7878,train
7879,train
7880,train
7881,train
7882,val
7883,train
7884,train
7885,test
7886,train
7887,train
7888,train
7889,train
7890,test
7891,train
7892,test
7893,train
7894,train
7895,train
7896,train
7897,train
7898,train
7899,val
7900,train
7901,train
7902,train
7903,train
7904,train
7905,train
7906,val
7907,val
7908,train
7909,train
7910,val
7911,test
7912,train
7913,val
7914,val
7915,train
7916,train
7917,train
7918,test
7919,train
7920,train
7921,train
7922,train
7923,train
7924,test
7925,train
7926,val
7927,train
7928,test
7929,train
7930,train
7931,val
7932,val
7933,train
7934,train
7935,train
7936,train
7937,train
7938,train
7939,val
7940,test
7941,train
7942,train
7943,train
7944,val
7945,train
7946,val
7947,train
7948,train
7949,val
7950,train
7951,train
7952,train
7953,train
7954,train
7955,train
7956,test
7957,train
7958,train
7959,train
7960,test
7961,train
7962,train
7963,train
7964,val
7965,train
7966,train
7967,train
7968,train
7969,val
7970,train
7971,train
7972,train
7973,train
7974,train
7975,train
7976,train
7977,train
7978,train
7979,val
7980,val
7981,val
7982,train
7983,val
7984,train
7985,train
7986,train
7987,train
7988,train
7989,train
7990,train
7991,val
7992,train
7993,train
7994,val
7995,train
7996,train
7997,train
7998,test
7999,train
8000,train
8001,train
8002,test
8003,test
8004,train
8005,val
8006,train
8007,train
8008,train
8009,val
8010,train
8011,train
8012,test
8013,train
8014,train
8015,train
8016,train
8017,val
8018,train
8019,val
8020,train
8021,train
8022,train
8023,test
8024,train
8025,train
8026,val
8027,train
8028,val
8029,test
8030,train
8031,train
8032,train
8033,val
8034,train
8035,train
8036,train
8037,test
8038,val
8039,train
8040,train
8041,train
8042,val
8043,test
8044,train
8045,train
8046,train
8047,test
8048,train
8049,train
8050,train
8051,train
8052,train
8053,test
8054,train
8055,val
8056,train
8057,test
8058,train
8059,train
8060,val
8061,train
8062,train
8063,val
8064,train
8065,train
8066,train
8067,train
8068,test
8069,train
8070,train
8071,val
8072,test
8073,train
8074,test
8075,train
8076,train
8077,train
8078,train
8079,train
8080,train
8081,train
8082,test
8083,train
8084,train
8085,train
8086,train
8087,train
8088,train
8089,train
8090,val
8091,test
8092,train
8093,train
8094,train
8095,train
8096,train
8097,train
8098,val
8099,train
8100,test
8101,train
8102,train
8103,train
8104,train
8105,train
8106,train
8107,train
8108,train
8109,train
8110,train
8111,train
8112,train
8113,train
8114,val
8115,val
8116,val
8117,train
8118,train
8119,train
8120,train
8121,train
8122,train
8123,test
8124,train
8125,train
8126,train
8127,test
8128,train
8129,test
8130,train
8131,train
8132,train
8133,train
8134,train
8135,train
8136,train
8137,train
8138,train
8139,test
8140,train
8141,train
8142,train
8143,test
8144,train
8145,train
8146,train
8147,test
8148,train
8149,val
8150,test
8151,train
8152,train
8153,train
8154,train
8155,train
8156,train
8157,val
8158,train
8159,val
8160,train
8161,val
8162,train
8163,train
8164,train
8165,train
8166,train
8167,val
8168,val
8169,train
8170,train
8171,train
8172,test
8173,val
8174,train
8175,test
8176,val
8177,train
8178,train
8179,train
8180,val
8181,train
8182,train
8183,train
8184,val
8185,val
8186,train
8187,train
8188,train
8189,test
8190,test
8191,train
8192,train
8193,train
8194,train
8195,train
8196,train
8197,val
8198,train
8199,train
8200,train
8201,val
8202,train
8203,train
8204,train
8205,train
8206,train
8207,test
8208,train
8209,val
8210,train
8211,train
8212,train
8213,test
8214,train
8215,train
8216,train
8217,train
8218,train
8219,train
8220,train
8221,test
8222,val
8223,test
8224,train
8225,train
8226,val
8227,val
8228,val
8229,test
8230,train
8231,val
8232,train
8233,train
8234,train
8235,test
8236,train
8237,val
8238,test
8239,val
8240,train
8241,train
8242,train
8243,val
8244,train
8245,test
8246,val
8247,train
8248,train
8249,train
8250,train
8251,train
8252,test
8253,train
8254,val
8255,train
8256,test
8257,val
8258,train
8259,train
8260,test
8261,train
8262,train
8263,train
8264,train
8265,train
8266,train
8267,train
8268,train
8269,train
8270,test
8271,train
8272,train
8273,train
8274,val
8275,train
8276,test
8277,train
8278,train
8279,val
8280,train
8281,train
8282,train
8283,test
8284,train
8285,test
8286,train
8287,train
8288,train
8289,train
8290,val
8291,train
8292,train
8293,val
8294,val
8295,train
8296,val
8297,train
8298,train
8299,test
8300,train
8301,val
8302,train
8303,test
8304,train
8305,train
8306,val
8307,val
8308,train
8309,train
8310,train
8311,train
8312,val
8313,train
8314,train
8315,val
8316,train
8317,test
8318,test
8319,train
8320,train
8321,val
8322,test
8323,train
8324,train
8325,test
8326,train
8327,train
8328,train
8329,train
8330,train
8331,train
8332,test
8333,train
8334,train
8335,train
8336,train
8337,val
8338,train
8339,train
8340,train
8341,train
8342,train
8343,val
8344,train
8345,train
8346,train
8347,val
8348,val
8349,val
8350,test
8351,train
8352,test
8353,train
8354,train
8355,test
8356,val
8357,train
8358,train
8359,test
8360,test
8361,train
8362,train
8363,train
8364,train
8365,train
8366,val
8367,val
8368,train
8369,train
8370,train
8371,train
8372,train
8373,train
8374,train
8375,test
8376,train
8377,train
8378,train
8379,train
8380,train
8381,test
8382,test
8383,test
8384,train
8385,train
8386,val
8387,train
8388,train
8389,train
8390,train
8391,train
8392,train
8393,train
8394,test
8395,train
8396,train
8397,train
8398,train
8399,train
8400,train
8401,train
8402,train
8403,train
8404,train
8405,val
8406,train
8407,train
8408,train
8409,test
8410,train
8411,test
8412,val
8413,train
8414,train
8415,train
8416,test
8417,train
8418,train
8419,test
8420,test
8421,train
8422,train
8423,train
8424,train
8425,train
8426,train
8427,train
8428,test
8429,train
8430,train
8431,train
8432,test
8433,test
8434,val
8435,test
8436,train
8437,val
8438,train
8439,val
8440,train
8441,train
8442,val
8443,train
8444,train
8445,train
8446,val
8447,train
8448,test
8449,train
8450,val
8451,train
8452,val
8453,train
8454,train
8455,train
8456,train
8457,train
8458,train
8459,train
8460,test
8461,train
8462,train
8463,train
8464,train
8465,train
8466,train
8467,train
8468,test
8469,train
8470,train
8471,train
8472,train
8473,train
8474,train
8475,train
8476,train
8477,train
8478,train
8479,train
8480,test
8481,train
8482,train
8483,val
8484,train
8485,train
8486,train
8487,train
8488,train
8489,val
8490,train
8491,val
8492,train
8493,train
8494,val
8495,test
8496,train
8497,train
8498,train
8499,val
8500,train
8501,test
8502,val
8503,train
8504,val
8505,test
8506,val
8507,train
8508,test
8509,test
8510,val
8511,train
8512,train
8513,val
8514,train
8515,train
8516,train
8517,train
8518,test
8519,train
8520,train
8521,train
8522,test
8523,test
8524,train
8525,test
8526,train
8527,test
8528,train
8529,test
8530,train
8531,train
8532,train
8533,train
8534,train
8535,train
8536,test
8537,train
8538,train
8539,train
8540,train
8541,test
8542,train
8543,val
8544,train
8545,train
8546,val
8547,train
8548,train
8549,train
8550,val
8551,train
8552,val
8553,train
8554,val
8555,train
8556,train
8557,train
8558,train
8559,val
8560,train
8561,test
8562,train
8563,val
8564,val
8565,train
8566,train
8567,test
8568,train
8569,train
8570,train
8571,train
8572,train
8573,train
8574,test
8575,train
8576,test
8577,val
8578,train
8579,test
8580,train
8581,val
8582,val
8583,test
8584,train
8585,train
8586,train
8587,train
8588,val
8589,train
8590,train
8591,train
8592,train
8593,val
8594,train
8595,train
